Room Number,Category,Family,Type,Quantity,Commissioning planned date,Type of room,Area,מסמכים סופקו
P2003,Lighting Fixtures,×¤×¡ ×œ×“ ×©×§×•×¢,151 24h,6,25-May-25,elevators Lobby,20.45,??
P2003,Lighting Fixtures,×¤×¡ ×œ×“ ×©×§×•×¢,700 24h,1,25-May-25,elevators Lobby,20.45,??
P2004,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,2,25-May-25,it /security room,31.2,??
P2004,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,25-May-25,it /security room,31.2,??
P2004,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,it /security room,31.2,??
P2004,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,25-May-25,it /security room,31.2,??
P2004,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,2,25-May-25,it /security room,31.2,??
P2004,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,9,25-May-25,it /security room,31.2,??
P2004,Mechanical Equipment,AW 1200,AW 1200,2,25-May-25,it /security room,31.2,??
P2005,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,25-May-25,stairs,23.68,??
P2005,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,3,25-May-25,stairs,23.68,??
P2006,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,OIL SEPARATOR,19.29,??
P2006,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,25-May-25,OIL SEPARATOR,19.29,??
P2006,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,3,25-May-25,OIL SEPARATOR,19.29,??
P2006,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,OIL SEPARATOR,19.29,??
P2009,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,25-May-25,electricity shaft,2.78,??
P2009,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,25-May-25,electricity shaft,2.78,??
P2012,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,25-May-25,electricity shaft,4.34,??
P2012,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,25-May-25,electricity shaft,4.34,??
P2015,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,smoke lobby,13.86,??
P2015,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,smoke lobby,13.86,??
P2015,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,3,25-May-25,smoke lobby,13.86,??
P2015,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,1,25-May-25,smoke lobby,13.86,??
P2018,Electrical Equipment,M_Transformer Switchboard,800mmx400mmx2200h,1,25-May-25,LSS/FMS room,7.93,??
P2018,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,LSS/FMS room,7.93,??
P2019,Electrical Fixtures,Frame_Socket,Normal x2 WP,1,25-May-25,plumbing shaft,8.19,??
P2019,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,25-May-25,plumbing shaft,8.19,??
P2023,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,smoke lobby,13.86,??
P2023,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,smoke lobby,13.86,??
P2023,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,3,25-May-25,smoke lobby,13.86,??
P2023,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,1,25-May-25,smoke lobby,13.86,??
P2024,Electrical Fixtures,Frame_Socket,Normal x2 WP,1,25-May-25,plumbing shaft,8.19,??
P2024,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,25-May-25,plumbing shaft,8.19,??
P2025,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,2,25-May-25,it /security room,31.2,??
P2025,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,25-May-25,it /security room,31.2,??
P2025,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,it /security room,31.2,??
P2025,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,25-May-25,it /security room,31.2,??
P2025,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,2,25-May-25,it /security room,31.2,??
P2025,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,8,25-May-25,it /security room,31.2,??
P2025,Mechanical Equipment,AW 1200,AW 1200,2,25-May-25,it /security room,31.2,??
P2030,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,25-May-25,electricity shaft,4.58,??
P2030,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,25-May-25,electricity shaft,4.58,??
P2033,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,service room,6.45,??
P2033,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,25-May-25,service room,6.45,??
P2036,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,25-May-25,stairs,23.49,??
P2037,Electrical Fixtures,Frame_Socket,Normal x2,2,25-May-25,storage,19.4,??
P2037,Electrical Fixtures,M_Junction Boxes - W,W,1,25-May-25,storage,19.4,??
P2037,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,25-May-25,storage,19.4,??
P2037,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,storage,19.4,??
P2037,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,storage,19.4,??
P2038,Electrical Equipment,E_Wall Junction Box_MEPcontent_ABB_KNX Box_INT-EN_Shared,6131_38-183-500,1,25-May-25,parking,8393.74,??
P2038,Electrical Fixtures,Detector Presence,Motion detector Mov,1,25-May-25,parking,8393.74,??
P2038,Electrical Fixtures,Frame_Socket,Normal x1 WP,30,25-May-25,parking,8393.74,??
P2038,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,parking,8393.74,??
P2038,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit Parking,31,25-May-25,parking,8393.74,??
P2038,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,135,25-May-25,parking,8393.74,??
P2038,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,210,25-May-25,parking,8393.74,??
P2038,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,41,25-May-25,parking,8393.74,??
P2038,Mechanical Equipment,pachtaas - fan 1015,Smoke Exhaust Fan,6,25-May-25,parking,8393.74,??
P2038,Mechanical Equipment,pachtaas - fan 915,Fresh air fan,6,25-May-25,parking,8393.74,??
P2039,Electrical Fixtures,BOX D,2,2,25-May-25,leasing offices,36.8,??
P2039,Electrical Fixtures,Frame_Socket,Normal x2,3,25-May-25,leasing offices,36.8,??
P2039,Electrical Fixtures,Frame_Socket,Type 1,4,25-May-25,leasing offices,36.8,??
P2039,Lighting Fixtures,Lighting-Fixture-Interior_Cloud-Led-Indelague_Ceiling-Mounted-Recessed,597x597x100mm,9,25-May-25,leasing offices,36.8,??
P2039,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,leasing offices,36.8,??
P2039,Mechanical Equipment,M_Mechanical Equipment_Inert Base,110x55,1,25-May-25,leasing offices,36.8,??
P2041,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,1,25-May-25,it /security room,32.05,??
P2041,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,25-May-25,it /security room,32.05,??
P2041,Electrical Fixtures,Frame_Socket,1 AC GEN,2,25-May-25,it /security room,32.05,??
P2041,Electrical Fixtures,Frame_Socket,Normal x2,2,25-May-25,it /security room,32.05,??
P2041,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,25-May-25,it /security room,32.05,??
P2041,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,2,25-May-25,it /security room,32.05,??
P2041,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,9,25-May-25,it /security room,32.05,??
P2041,Mechanical Equipment,AW 1200,AW 1200,2,25-May-25,it /security room,32.05,??
P2043,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,Systems room,9.55,??
P2043,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,25-May-25,Systems room,9.55,??
P2044,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,25-May-25,plumbing shaft,6.68,??
P2044,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,plumbing shaft,6.68,??
P2046,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,TECHNICAL ROOM,14.82,??
P2046,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,TECHNICAL ROOM,14.82,??
P2051,Electrical Fixtures,Frame_Socket,Normal x1,1,25-May-25,smoke lobby,11.97,??
P2051,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,smoke lobby,11.97,??
P2051,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,2,25-May-25,smoke lobby,11.97,??
P2051,Mechanical Equipment,WTN,WTN 400CFM,1,25-May-25,smoke lobby,11.97,??
P2052,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,smoke lobby,13.86,??
P2052,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,smoke lobby,13.86,??
P2052,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,3,25-May-25,smoke lobby,13.86,??
P2052,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,1,25-May-25,smoke lobby,13.86,??
P2052,Mechanical Equipment,AW 450,AW 450,1,25-May-25,smoke lobby,13.86,??
P2054,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,44.94,??
P2054,Lighting Fixtures,Lighting_Ceiling-Mounted_Regent_REGENT_Echo_LED_RDL_3000K_D210,Type 1,1,25-May-25,corridor,44.94,??
P2054,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,25-May-25,corridor,44.94,??
P2054,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,8,25-May-25,corridor,44.94,??
P2054,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,2,25-May-25,corridor,44.94,??
P2055,Electrical Equipment,E_Wall Junction Box_MEPcontent_ABB_KNX Box_INT-EN_Shared,6131_38-183-500,1,25-May-25,toilets,7.56,??
P2055,Electrical Fixtures,Detector Presence,Presence WC LM detector Mov,1,25-May-25,toilets,7.56,??
P2055,Electrical Fixtures,Frame_Socket,Normal x2 WP,1,25-May-25,toilets,7.56,??
P2055,Lighting Fixtures,Lighting_Ceiling-Mounted_Regent_REGENT_Echo_LED_RDL_3000K_D210,Type 1,3,25-May-25,toilets,7.56,??
P2055,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,toilets,7.56,??
P2055,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,2,25-May-25,toilets,7.56,??
P2063,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x160x210 UPS,1,25-May-25,electricity cabinet,2.55,??
P2063,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,25-May-25,electricity cabinet,2.55,??
P2064,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,25-May-25,electricity cabinet,6.68,??
P2064,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,25-May-25,electricity cabinet,6.68,??
P2064,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,25-May-25,electricity cabinet,6.68,??
P2066,Electrical Equipment,M_Transformer Switchboard,800mmx400mmx2200h,1,25-May-25,LSS/FMS room,8.91,??
P2066,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,LSS/FMS room,8.91,??
P2066,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,25-May-25,LSS/FMS room,8.91,??
P2066,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,25-May-25,LSS/FMS room,8.91,??
P2066,Mechanical Equipment,AWSQ 450,AWSQ 450,1,25-May-25,LSS/FMS room,8.91,??
P2071,Electrical Equipment,M_Transformer Switchboard,800mmx400mmx2200h,1,25-May-25,LSS/FMS room,7.93,??
P2071,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,LSS/FMS room,7.93,??
P2071,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,LSS/FMS room,7.93,??
P2072,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,service,10.12,??
P2072,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,service,10.12,??
P2078,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,2,25-May-25,service zone (fire),9.89,??
P2079,Electrical Fixtures,M_Junction Boxes - W,W,1,25-May-25,OIL SEPARATOR,64.64,??
P2079,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,8,25-May-25,OIL SEPARATOR,64.64,??
P2079,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,2,25-May-25,OIL SEPARATOR,64.64,??
P2082,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,corridor,34.6,??
P2082,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,2,25-May-25,corridor,34.6,??
P2082,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),4,25-May-25,corridor,34.6,??
P2082,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,6,25-May-25,corridor,34.6,??
P2082,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,2,25-May-25,corridor,34.6,??
P2083,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,21.03,??
P2083,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,25-May-25,corridor,21.03,??
P2083,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,4,25-May-25,corridor,21.03,??
P2083,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,3,25-May-25,corridor,21.03,??
P2084,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,29.35,??
P2084,Lighting Fixtures,Lighting_Ceiling-Mounted_Regent_REGENT_Echo_LED_RDL_3000K_D210,Type 1,2,25-May-25,corridor,29.35,??
P2084,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,25-May-25,corridor,29.35,??
P2084,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,4,25-May-25,corridor,29.35,??
P2084,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,1,25-May-25,corridor,29.35,??
P2087,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,25-May-25,electricity shaft,5.04,??
P2087,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,25-May-25,electricity shaft,5.04,??
P2088,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,7.84,??
P2088,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,corridor,7.84,??
P2088,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,2,25-May-25,corridor,7.84,??
P2088,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,1,25-May-25,corridor,7.84,??
P2089,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,7.84,??
P2089,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,2,25-May-25,corridor,7.84,??
P2089,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,1,25-May-25,corridor,7.84,??
P2090,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,7.92,??
P2090,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,corridor,7.92,??
P2090,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,1,25-May-25,corridor,7.92,??
P2090,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,1,25-May-25,corridor,7.92,??
P2092,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,2,25-May-25,stairs fire lobby,16.65,??
P2092,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,25-May-25,stairs fire lobby,16.65,??
P2092,Lighting Fixtures,×¤×¡ ×œ×“ ×©×§×•×¢,151 24h,5,25-May-25,stairs fire lobby,16.65,??
P2092,Lighting Fixtures,×¤×¡ ×œ×“ ×©×§×•×¢,600 24h,1,25-May-25,stairs fire lobby,16.65,??
P2094,Lighting Fixtures,Lighting_Ceiling-Mounted_Regent_REGENT_Echo_LED_RDL_3000K_D210,Type 1,2,25-May-25,disable w.c,3.98,??
P2097,Electrical Fixtures,Frame_Socket,Normal x2,2,25-May-25,storage,20,??
P2097,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,25-May-25,storage,20,??
P2097,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,storage,20,??
P2097,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,storage,20,??
P2098,Electrical Fixtures,BOX D,TV,1,25-May-25,shelter,22.71,??
P2098,Electrical Fixtures,Frame_Socket,GEN x2,2,25-May-25,shelter,22.71,??
P2098,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,25-May-25,shelter,22.71,??
P2098,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,25-May-25,shelter,22.71,??
P2098,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,shelter,22.71,??
P2098,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,shelter,22.71,??
P2099,Electrical Fixtures,M_Junction Boxes - W,W,1,25-May-25,TECHNICAL ROOM,21.92,??
P2099,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,TECHNICAL ROOM,21.92,??
P2099,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,TECHNICAL ROOM,21.92,??
P2099,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,TECHNICAL ROOM,21.92,??
P2100,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,TECHNICAL ROOM,14.82,??
P2100,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,TECHNICAL ROOM,14.82,??
P2100,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,TECHNICAL ROOM,14.82,??
P3002,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,elevators Lobby,20.44,??
P3002,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,25-May-25,elevators Lobby,20.44,??
P3002,Lighting Fixtures,×¤×¡ ×œ×“ ×©×§×•×¢,151 24h,6,25-May-25,elevators Lobby,20.44,??
P3002,Lighting Fixtures,×¤×¡ ×œ×“ ×©×§×•×¢,700 24h,1,25-May-25,elevators Lobby,20.44,??
P3003,Electrical Equipment,E_Wall Junction Box_MEPcontent_ABB_KNX Box_INT-EN_Shared,6131_38-183-500,2,25-May-25,parking,8570.14,??
P3003,Electrical Fixtures,Detector Presence,Motion detector Mov,1,25-May-25,parking,8570.14,??
P3003,Electrical Fixtures,Frame_Socket,Normal x1 WP,20,25-May-25,parking,8570.14,??
P3003,Electrical Fixtures,Frame_Socket,Normal x2 WP,2,25-May-25,parking,8570.14,??
P3003,Electrical Fixtures,M_Junction Boxes - W,W,9,25-May-25,parking,8570.14,??
P3003,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,10,25-May-25,parking,8570.14,??
P3003,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit Parking,23,25-May-25,parking,8570.14,??
P3003,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,144,25-May-25,parking,8570.14,??
P3003,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,217,25-May-25,parking,8570.14,??
P3003,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,43,25-May-25,parking,8570.14,??
P3003,Mechanical Equipment,pachtaas - fan 1015,Smoke Exhaust Fan,6,25-May-25,parking,8570.14,??
P3003,Mechanical Equipment,pachtaas - fan 915,Fresh air fan,6,25-May-25,parking,8570.14,??
P3004,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,TECHNICAL ROOM,19.1,??
P3004,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,25-May-25,TECHNICAL ROOM,19.1,??
P3004,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,3,25-May-25,TECHNICAL ROOM,19.1,??
P3004,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,TECHNICAL ROOM,19.1,??
P3005,Electrical Equipment,M_Transformer Switchboard,800mmx400mmx2200h,1,25-May-25,LSS/FMS room,7.93,??
P3005,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,LSS/FMS room,7.93,??
P3006,Electrical Fixtures,M_Junction Boxes - W,W,1,25-May-25,plumbing shaft,8.19,??
P3007,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,2,25-May-25,it /security room,31.2,??
P3007,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,25-May-25,it /security room,31.2,??
P3007,Electrical Fixtures,Frame_Socket,1 AC GEN,2,25-May-25,it /security room,31.2,??
P3007,Electrical Fixtures,Frame_Socket,Normal x2,2,25-May-25,it /security room,31.2,??
P3007,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,25-May-25,it /security room,31.2,??
P3007,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,2,25-May-25,it /security room,31.2,??
P3007,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,8,25-May-25,it /security room,31.2,??
P3007,Mechanical Equipment,AW 1200,AW 1200,2,25-May-25,it /security room,31.2,??
P3008,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,3,25-May-25,TECHNICAL ROOM,19.1,??
P3008,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,25-May-25,TECHNICAL ROOM,19.1,??
P3008,Mechanical Equipment,AW 1000,AW 1000,1,25-May-25,TECHNICAL ROOM,19.1,??
P3008,Mechanical Equipment,Electrical cabinet,Electrical cabinet,1,25-May-25,TECHNICAL ROOM,19.1,??
P3009,Electrical Equipment,M_Transformer Switchboard,800mmx400mmx2200h,3,25-May-25,LSS/FMS room,7.93,??
P3009,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,LSS/FMS room,7.93,??
P3009,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,LSS/FMS room,7.93,??
P3010,Electrical Fixtures,M_Junction Boxes - W,W,1,25-May-25,plumbing shaft,8.19,??
P3010,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,plumbing shaft,8.19,??
P3011,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,stairs,23.68,??
P3012,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,2,25-May-25,it /security room,31.2,??
P3012,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,25-May-25,it /security room,31.2,??
P3012,Electrical Fixtures,Frame_Socket,Normal x2,2,25-May-25,it /security room,31.2,??
P3012,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,25-May-25,it /security room,31.2,??
P3012,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,2,25-May-25,it /security room,31.2,??
P3012,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,8,25-May-25,it /security room,31.2,??
P3012,Mechanical Equipment,AW 1200,AW 1200,2,25-May-25,it /security room,31.2,??
P3013,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,stairs,23.68,??
P3014,Electrical Equipment,E_Wall Junction Box_MEPcontent_ABB_KNX Box_INT-EN_Shared,6131_38-183-500,1,25-May-25,corridor,34.6,??
P3014,Electrical Fixtures,Detector Presence,Presence WC LM detector Mov,1,25-May-25,corridor,34.6,??
P3014,Electrical Fixtures,Frame_Socket,Normal x2,1,25-May-25,corridor,34.6,??
P3014,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,2,25-May-25,corridor,34.6,??
P3014,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),3,25-May-25,corridor,34.6,??
P3014,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,6,25-May-25,corridor,34.6,??
P3014,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,2,25-May-25,corridor,34.6,??
P3015,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,21.02,??
P3015,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),3,25-May-25,corridor,21.02,??
P3015,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm,5,25-May-25,corridor,21.02,??
